offset_level_ms,method,trials,success_rate,translation_error_mm_mean,rotation_error_deg_mean,time_offset_abs_error_ms_mean,target_error_mm_mean,cross_camera_disagreement_mm_mean,runtime_ms_mean,nfev_mean
0,PARK_ZERO_OFFSET,3,1.0,0.22312002831283623,0.025283248151054497,0.0,1.0884839849856034,1.623423053701705,9.979716666445407,0.0
0,TIME_AWARE_PARK,3,1.0,0.20938077025011037,0.022734623484099558,0.14937036245361957,1.064485701558842,1.5783599688116796,2102.95015033383,89.0
20,PARK_ZERO_OFFSET,3,1.0,3.7173229879775054,0.8679277332705121,14.0,13.443055509467733,14.318048096919414,9.91974733369716,0.0
20,TIME_AWARE_PARK,3,1.0,0.5686079980354748,0.11752588461622132,1.7016877760153244,2.066113639843787,2.5058943427687677,2509.979637333648,109.33333333333333
50,PARK_ZERO_OFFSET,3,1.0,9.118779860958567,2.1617144204478262,35.0,33.29827014200525,35.49995129643706,9.705506333072359,0.0
50,TIME_AWARE_PARK,3,1.0,1.2275333763896097,0.28015795406624755,4.226084371855353,4.46787848632876,4.872540871288201,2441.572122666306,106.0
100,PARK_ZERO_OFFSET,3,1.0,18.032173186197774,4.290082683575094,70.0,66.35249639409287,70.96924679989269,9.763195000535537,0.0
100,TIME_AWARE_PARK,3,1.0,2.3941128123625015,0.5507174689501758,8.796953010227138,8.814939318634968,9.379447632359046,2470.158090665791,108.0
