scenario,trial,num_poses,base_translation_sigma_mm,base_rotation_sigma_deg,success,runtime_ms,nfev,cost,method,camera_name,link_name,translation_error_mm,rotation_error_deg,mean_target_error_mm,max_target_error_mm,mean_target_rotation_error_deg,mean_cross_camera_target_disagreement_mm,max_cross_camera_target_disagreement_mm
outliers,0,30,0.5,0.25,True,21.56470200043259,4,65999.38664385985,JOINT_LINEAR,wrist_camera,gripper,8.659158366522174,0.7215194633478055,7.097984163520113,12.492310564523546,0.7215194633478036,8.839493594246596,21.98907564786722
outliers,0,30,0.5,0.25,True,668.7455409992253,161,2247.302256306039,JOINT_HUBER,upper_arm_camera,upper_arm,0.5054360664645958,0.03882119344779485,0.529093422949533,0.8885553778719654,0.03882119344779504,0.8851573939618456,2.4556433989576534
outliers,0,30,0.5,0.25,True,668.7455409992253,161,2247.302256306039,JOINT_HUBER,forearm_camera,forearm,0.4239397601403532,0.044445404569393734,0.6190820873065946,1.0672279186411053,0.04444540456939288,0.8851573939618456,2.4556433989576534
outliers,0,30,0.5,0.25,True,668.7455409992253,161,2247.302256306039,JOINT_HUBER,wrist_camera,gripper,0.3246707486167093,0.07668807553807043,0.8011649759357685,1.439038154314984,0.07668807553807093,0.8851573939618456,2.4556433989576534
outliers,1,30,0.5,0.25,True,13.67376200050785,0,0.0,PARK,upper_arm_camera,upper_arm,3.0634242690134,0.15124607259059178,3.31198501215258,4.928417299086065,0.15124607259059158,5.14620107775038,8.463677009172846
outliers,1,30,0.5,0.25,True,13.67376200050785,0,0.0,PARK,forearm_camera,forearm,3.13967848494078,0.16393986503214755,3.4219709682390076,4.39824997933859,0.16393986503214675,5.14620107775038,8.463677009172846
outliers,1,30,0.5,0.25,True,13.67376200050785,0,0.0,PARK,wrist_camera,gripper,1.0630606655603612,0.20849858291007642,3.268164379281055,5.595336658771039,0.20849858291007622,5.14620107775038,8.463677009172846
outliers,1,30,0.5,0.25,True,25.58159600084764,5,142347.74567744735,JOINT_LINEAR,upper_arm_camera,upper_arm,3.160400011772013,0.25066795338751463,4.223759405560123,6.654852623523268,0.25066795338751396,11.697400548700493,23.5302791379452
outliers,1,30,0.5,0.25,True,25.58159600084764,5,142347.74567744735,JOINT_LINEAR,forearm_camera,forearm,11.168909367668308,0.3813424537336883,9.64734642873281,13.471233906860778,0.3813424537336865,11.697400548700493,23.5302791379452
outliers,1,30,0.5,0.25,True,25.58159600084764,5,142347.74567744735,JOINT_LINEAR,wrist_camera,gripper,4.820970583469164,0.6967265667574971,8.86430008462877,16.92411539000893,0.6967265667574959,11.697400548700493,23.5302791379452
outliers,1,30,0.5,0.25,True,429.7863749998214,102,2832.87804885865,JOINT_HUBER,upper_arm_camera,upper_arm,0.8080950001304976,0.03605662651535358,0.9686859977043604,1.3098744751568738,0.03605662651535416,1.5486024133372251,3.3154804733710126
outliers,1,30,0.5,0.25,True,429.7863749998214,102,2832.87804885865,JOINT_HUBER,forearm_camera,forearm,0.6810804473998537,0.06563131635884219,0.9614000385190999,1.780058589807735,0.06563131635884233,1.5486024133372251,3.3154804733710126
outliers,1,30,0.5,0.25,True,429.7863749998214,102,2832.87804885865,JOINT_HUBER,wrist_camera,gripper,1.2460832424703503,0.07753241005340612,1.2077844375590416,1.965126901955442,0.07753241005340566,1.5486024133372251,3.3154804733710126
outliers,2,30,0.5,0.25,True,13.581987999714329,0,0.0,PARK,upper_arm_camera,upper_arm,3.927053725260833,0.46948665000287326,6.300311078527702,9.432285498751273,0.46948665000287204,4.857765707587304,9.362793028154323
outliers,2,30,0.5,0.25,True,13.581987999714329,0,0.0,PARK,forearm_camera,forearm,1.1754188403685848,0.29344991620152355,2.4026501109181155,4.64357453765807,0.29344991620152416,4.857765707587304,9.362793028154323
outliers,2,30,0.5,0.25,True,13.581987999714329,0,0.0,PARK,wrist_camera,gripper,0.9482055656662587,0.04285859132674379,1.2020153443353307,1.7383731868437304,0.042858591326743696,4.857765707587304,9.362793028154323
outliers,2,30,0.5,0.25,True,25.50837600028899,5,62444.74684315342,JOINT_LINEAR,upper_arm_camera,upper_arm,6.810445354925975,1.1438785942343572,11.060622439591976,21.204715652513265,1.1438785942343583,8.517556080755872,22.16308811921899
