scenario,trial,calibration_runtime_ms,method,source,time_index,grasp_point_error_mm,surface_point_rmse_mm,max_surface_point_error_mm,approach_normal_error_deg,precision_action_success,standard_action_success
gaussian,0,14.134982999166823,PARK,forearm_camera,9,1.029497690452503,1.0449522265252058,1.2237081156287977,0.021543899418947264,True,True
gaussian,0,14.134982999166823,PARK,wrist_camera,9,1.189309557863185,1.193797588987482,1.3082555136604874,0.04475089579853808,True,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,9,0.7301028252561023,0.7330344058596062,0.8007803349751315,0.03109816908210405,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,10,0.9400292469201993,0.958196687958776,1.1509289887606458,0.07891017594701198,True,True
gaussian,0,14.134982999166823,PARK,forearm_camera,10,0.3187486983310622,0.32232241142726004,0.3953861814936244,0.025027526646528492,True,True
gaussian,0,14.134982999166823,PARK,wrist_camera,10,0.18002525286597315,0.21778326695032707,0.3106127604244875,0.04370171490712577,True,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,10,0.19599267601308235,0.2220358776542112,0.30378825300057716,0.034519614804530814,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,11,0.6337550911963217,0.6440569530211552,0.7494031662534412,0.046007483732468886,True,True
gaussian,0,14.134982999166823,PARK,forearm_camera,11,0.9162943474498346,0.9273594729361863,1.1385200222249858,0.06844144818217156,True,True
gaussian,0,14.134982999166823,PARK,wrist_camera,11,1.7635817661314082,1.7956366179404257,2.1603641262549056,0.13056705787268286,True,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,11,0.7995104533963562,0.8082177975571286,1.0015469899423841,0.07588747635961264,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,12,1.5555360409117627,1.5863087490832102,2.0386140372544936,0.15560522236001204,True,True
gaussian,0,14.134982999166823,PARK,forearm_camera,12,0.43369309000557227,0.43643526369096586,0.47492986094476003,0.02106639936811284,True,True
gaussian,0,14.134982999166823,PARK,wrist_camera,12,0.6694217071726524,0.6829026827441823,0.8451095956466259,0.05913205923831523,True,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,12,0.7132991514463155,0.7123927354825399,0.8517054218300834,0.06575735531724816,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,13,0.8270010603824115,0.8386464198245595,0.9809026695419217,0.05606510175464605,True,True
gaussian,0,14.134982999166823,PARK,forearm_camera,13,2.050300669258074,2.060137037302098,2.3757158032212344,0.10622233721118815,False,True
gaussian,0,14.134982999166823,PARK,wrist_camera,13,1.0291845820152568,1.0446907470839064,1.3002668248251177,0.09752111118325411,True,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,13,0.7774870125723082,0.7781480916886279,0.8902672079988245,0.056758246029758284,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,14,1.4990815156316615,1.5162086858569879,1.7340705546328634,0.058836327405460964,True,True
gaussian,0,14.134982999166823,PARK,forearm_camera,14,0.5286832440786999,0.5314091630787033,0.6113752692074165,0.02710733570596425,True,True
gaussian,0,14.134982999166823,PARK,wrist_camera,14,1.9258250506297883,1.9372488311515406,2.188082226450615,0.034225269551674445,True,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,14,1.5105792876068183,1.5256197060739909,1.7287544754820434,0.023208365107471877,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,15,1.0823613686623872,1.0922833763597566,1.2898963329691124,0.08094725365350507,True,True
gaussian,0,14.134982999166823,PARK,forearm_camera,15,1.3310632344876363,1.3475055858715494,1.5568650581469898,0.030171530619908012,True,True
gaussian,0,14.134982999166823,PARK,wrist_camera,15,1.4883397485996746,1.5019849761400397,1.6753182564001747,0.0937983297808381,True,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,15,1.0456372537953171,1.0493867399418557,1.1650178200968357,0.024804788497850026,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,16,2.285591623443624,2.315229426497587,2.7680523469818086,0.13774794890874265,False,True
gaussian,0,14.134982999166823,PARK,forearm_camera,16,0.7055407401339151,0.7074633947227349,0.7371931348836592,0.03601493798483794,True,True
gaussian,0,14.134982999166823,PARK,wrist_camera,16,1.7441670523117732,1.7720183691803006,2.1217011684726614,0.19278248082728439,True,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,16,1.059463790359149,1.0786525752394627,1.1991143482615294,0.0303376506662746,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,17,0.3973549622718521,0.4147379097368798,0.5724134821223349,0.05151386976835162,True,True
gaussian,0,14.134982999166823,PARK,forearm_camera,17,0.5239751899917038,0.5279014100607878,0.6014290042159327,0.004797409275064093,True,True
gaussian,0,14.134982999166823,PARK,wrist_camera,17,1.5180423824867684,1.5336637817559784,1.667427926074816,0.0935353698594241,True,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,17,0.6417196354598893,0.6404088967140502,0.7303405060592741,0.049769816951133534,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,18,1.8715577900811464,1.8931251465834318,2.2019100907491262,0.11052266388851248,True,True
gaussian,0,14.134982999166823,PARK,forearm_camera,18,1.7394419488846342,1.7464551556259928,1.9856515261921062,0.0802402532934904,True,True
gaussian,0,14.134982999166823,PARK,wrist_camera,18,0.44037706686703876,0.4863833601855052,0.7089966710700363,0.0926414490051621,True,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,18,0.8745969693524384,0.8950690938710256,1.0631633852692663,0.07533954684044139,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,19,0.5650309377631948,0.5655540959133052,0.5892296798083545,0.012789538679944023,True,True
gaussian,0,14.134982999166823,PARK,forearm_camera,19,0.8772258148424608,0.8883755522924329,1.029830012749135,0.05514824213471642,True,True
gaussian,0,14.134982999166823,PARK,wrist_camera,19,2.187214720298354,2.1952324381853754,2.4691759565438565,0.08220126556331564,False,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,19,0.8694319154082687,0.8776423092736092,1.005045319436872,0.0483732750011484,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,20,1.170993166261412,1.1805829574568936,1.3681015717377036,0.0677902676162378,True,True
gaussian,0,14.134982999166823,PARK,forearm_camera,20,0.6650302631040368,0.6836247159693569,0.7727723749926767,0.09663352256913477,True,True
gaussian,0,14.134982999166823,PARK,wrist_camera,20,1.830097868413913,1.8684671908294344,2.241425391173911,0.17805859419817605,True,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,20,0.6259839657946731,0.633703094221376,0.6814684381334185,0.04323641416375369,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,21,1.705753118661426,1.7750128385259305,2.244403515508394,0.244033760851556,True,True
gaussian,0,14.134982999166823,PARK,forearm_camera,21,1.6784762271123195,1.7348145983428442,2.2223539951227202,0.08812351336381084,True,True
gaussian,0,14.134982999166823,PARK,wrist_camera,21,1.2076813150487489,1.2359636408121537,1.563901084327031,0.0788745973785574,True,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,21,1.3943962175186555,1.393937680813421,1.828841260022014,0.0802882128745569,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,22,0.5219952253514474,0.524472738092785,0.5469402901954673,0.006000669709579867,True,True
gaussian,0,14.134982999166823,PARK,forearm_camera,22,3.8429287118128452,3.8697870991344185,4.450377136543373,0.24092998402160468,False,True
gaussian,0,14.134982999166823,PARK,wrist_camera,22,1.2133337951415466,1.2415943802683451,1.485703732963505,0.08225377274721365,True,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,22,1.2133337951415466,1.242612401759922,1.485703732963505,0.08891408574897491,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,23,2.3245243854951467,2.3457569633451962,2.7035580526994734,0.05849499317570646,False,True
gaussian,0,14.134982999166823,PARK,forearm_camera,23,1.2258143570545788,1.2341280052739643,1.383621135702739,0.051576377429859016,True,True
gaussian,0,14.134982999166823,PARK,wrist_camera,23,2.621182798350886,2.6382375312844197,2.969670782460762,0.09283455799698445,False,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,23,1.9756739360123698,1.9962889822118577,2.3222439792822342,0.005752935708910422,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,24,0.7590158543687449,0.7604281839138477,0.7764353461314429,0.01836293690729451,True,True
gaussian,0,14.134982999166823,PARK,forearm_camera,24,1.0727988232189516,1.0766158094822948,1.2049184052267357,0.060132819080758765,True,True
gaussian,0,14.134982999166823,PARK,wrist_camera,24,3.2439103009478614,3.261376462778438,3.637090777937895,0.22231591653180083,False,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,24,0.7471238021554765,0.7485761411877306,0.7717250657697455,0.062106101149485275,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,25,0.2320445585780919,0.2824138708679328,0.3994107900249676,0.10631068711946771,True,True
gaussian,0,14.134982999166823,PARK,forearm_camera,25,1.0564392781855765,1.065714330477825,1.2097173147932134,0.039524723233248286,True,True
gaussian,0,14.134982999166823,PARK,wrist_camera,25,0.7950439007873203,0.8371167455152265,1.0954529274314548,0.02744339481568581,True,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,25,0.11270586192052474,0.20646597294465083,0.2871295220087188,0.02314966262519994,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,26,0.4309076810420584,0.43121555289206875,0.4416802523771182,0.0060054282940641655,True,True
gaussian,0,14.134982999166823,PARK,forearm_camera,26,0.5541453619923786,0.5758197160306489,0.7888906889818379,0.09173023833105746,True,True
gaussian,0,14.134982999166823,PARK,wrist_camera,26,0.876987607792226,0.8811142403138815,0.9815850479660239,0.05219223924786401,True,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,26,0.5388061765581176,0.5597186677319391,0.7459948596343005,0.01821083892774206,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,27,3.1722062338562464,3.2239303733150892,3.848924028298798,0.14553448251763676,False,True
gaussian,0,14.134982999166823,PARK,forearm_camera,27,0.934603107747755,0.9369246716787591,1.0148817296312724,0.035629276337504144,True,True
gaussian,0,14.134982999166823,PARK,wrist_camera,27,0.5395094201472554,0.5515220731943371,0.6748082876817763,0.016459361939117838,True,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,27,0.8625043512078499,0.8156415630942262,0.9083261288810759,0.04631247673755532,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,28,1.384036263175157,1.4155710167489872,1.7612863009293709,0.1360022972165614,True,True
gaussian,0,14.134982999166823,PARK,forearm_camera,28,0.9112584348371604,0.929171170361716,1.115476447437706,0.08414295321830101,True,True
gaussian,0,14.134982999166823,PARK,wrist_camera,28,0.8644559476600093,0.8949546428466466,1.0755153880531123,0.09201398716642512,True,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,28,0.8735912191143278,0.8949583453211837,1.0940379232204314,0.10404129478732502,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,29,1.4702698032365498,1.4834179168982462,1.7479309961270872,0.10994050656252044,True,True
gaussian,0,14.134982999166823,PARK,forearm_camera,29,0.6773276444374303,0.6902356473330752,0.8028591414282755,0.03556800342932751,True,True
gaussian,0,14.134982999166823,PARK,wrist_camera,29,0.3402136480051764,0.46569241312283166,0.7693439362477158,0.11421016582603154,True,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,29,0.3424342621665721,0.48925747299057365,0.6642662035565441,0.05541939182517671,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,30,0.8827536289211737,0.8967819436848291,1.0708464568259652,0.08207354280908966,True,True
gaussian,0,14.134982999166823,PARK,forearm_camera,30,2.305652153740932,2.3541007231440942,2.917012830565557,0.11929513396864828,False,True
gaussian,0,14.134982999166823,PARK,wrist_camera,30,0.7717321570600604,0.7879427971588226,0.9714968741869813,0.023585526365672904,True,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,30,0.8449311016165729,0.8588655677449549,1.009206886226953,0.05227690076742459,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,31,0.7676007616547441,0.7712829317145474,0.8837146079265364,0.04136898597012981,True,True
gaussian,0,14.134982999166823,PARK,forearm_camera,31,0.35653880084212924,0.3612850681662678,0.42253870483653455,0.028461041337349235,True,True
gaussian,0,14.134982999166823,PARK,wrist_camera,31,1.1931161863878839,1.2027481108450293,1.3632311047951935,0.02552416122877035,True,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,31,0.2996702442711691,0.305706010073289,0.36648934826066987,0.010545639325840683,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,32,1.0911800503943954,1.105183688327092,1.3885304333879867,0.09917330872659973,True,True
gaussian,0,14.134982999166823,PARK,forearm_camera,32,0.10924227580934828,0.1233411688221263,0.1697240440287597,0.01756451248744715,True,True
gaussian,0,14.134982999166823,PARK,wrist_camera,32,0.33431390602196875,0.3586090000197484,0.469355505208434,0.033983462122526883,True,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,32,0.059788564361249553,0.08448451676113625,0.11810237188691687,0.036966258313864304,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,33,0.9738878127265911,1.009199126639054,1.2968631717072865,0.05168598384485433,True,True
gaussian,0,14.134982999166823,PARK,forearm_camera,33,0.8397238978250939,0.8471585372194503,0.9454091071358848,0.05139549705976017,True,True
gaussian,0,14.134982999166823,PARK,wrist_camera,33,2.826010547019617,2.8995969253773963,3.594990333213362,0.1339390246342188,False,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,33,0.9392648677669427,0.9660946634663004,1.2163092679184666,0.045329119892638776,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,34,1.779396242631144,1.8183673902803281,2.290182114767026,0.10678685530411698,True,True
gaussian,0,14.134982999166823,PARK,forearm_camera,34,0.7472290201187288,0.7770886959600344,1.0196477881385009,0.1171574396469963,True,True
gaussian,0,14.134982999166823,PARK,wrist_camera,34,0.627829711060629,0.6505716302006328,0.7939251908586286,0.03608335797500279,True,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,34,0.8473270759261085,0.8704366124661235,1.0663374847433034,0.060476018742949965,True,True
gaussian,0,14.134982999166823,PARK,upper_arm_camera,35,0.37393785570804233,0.37901671458462005,0.43266988948752555,0.011297361057945304,True,True
gaussian,0,14.134982999166823,PARK,forearm_camera,35,1.2633429488368557,1.265390615042326,1.3350765998442673,0.016403617133245216,True,True
gaussian,0,14.134982999166823,PARK,wrist_camera,35,0.4563219937625116,0.46876477045148507,0.5428060810016322,0.06447180802063562,True,True
gaussian,0,14.134982999166823,PARK,FUSED_MEDIAN,35,0.281164170961613,0.29682292895423806,0.4009430307308003,0.021097073204949864,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,upper_arm_camera,0,1.3352712042296606,1.3482028811691351,1.5138251247318175,0.08022421560643167,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,forearm_camera,0,0.9343198953262103,0.9359493074523917,0.9915199964452919,0.02710525712605694,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,wrist_camera,0,0.8963303589962618,0.9256620289004098,1.1758665569947435,0.0763914499516396,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,FUSED_MEDIAN,0,0.7936672449908377,0.7825390039393709,0.8644228580152373,0.028675357963390564,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,upper_arm_camera,1,0.9966256862988553,1.0081859318677124,1.2420032834940662,0.09473171379031911,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,forearm_camera,1,0.6511003422022681,0.665300690608775,0.7567045441785248,0.058339058631259266,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,wrist_camera,1,3.7070401259032075,3.7249149398514243,4.185597623562575,0.110935714536394,False,True
gaussian,0,516.9702379989758,JOINT_HUBER,FUSED_MEDIAN,1,0.9801858757732653,0.9923178162741173,1.224167008871437,0.05642567112182622,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,upper_arm_camera,2,1.7318401835181558,1.7412061306852655,1.9609214492223963,0.07142289541768655,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,forearm_camera,2,0.6223064068967189,0.6354142276347873,0.7507840923381129,0.05753091505130919,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,wrist_camera,2,1.0881332932570318,1.1064269527621995,1.3470559444086292,0.04331502761110163,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,FUSED_MEDIAN,2,0.6281710058351093,0.6484182610347593,0.8191667526040577,0.05709963000142976,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,upper_arm_camera,3,0.7574559692377694,0.7969663983947469,1.0623742649732952,0.10115163023816422,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,forearm_camera,3,1.3253539307757825,1.3283196179715342,1.4510794676116021,0.04070643078471733,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,wrist_camera,3,0.9884443220504291,0.9952189343229335,1.0163878814741245,0.08004993513101101,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,FUSED_MEDIAN,3,0.21169159099406765,0.24647417993593032,0.3771054442993091,0.03734877418335684,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,upper_arm_camera,4,0.8837720098493484,0.8941729311192688,1.0327409294477754,0.03527319184426661,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,forearm_camera,4,1.5210927454406211,1.5483747596893276,1.9250820857182567,0.10194264868368211,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,wrist_camera,4,1.0006246841176205,1.0334542120245875,1.2965125005912261,0.12053771083004511,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,FUSED_MEDIAN,4,0.705549851341308,0.7642765101976058,0.8595958903265295,0.06259410654556025,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,upper_arm_camera,5,1.4302359646062306,1.442339706350824,1.671671253784406,0.07774611496349383,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,forearm_camera,5,1.1774327680979702,1.193864819159713,1.382449712117702,0.041900802460482195,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,wrist_camera,5,0.956278207977678,0.9878261376236916,1.219980806625147,0.10943157006954671,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,FUSED_MEDIAN,5,0.9215865685499164,0.9517193068172807,1.284167543832222,0.04630818819628301,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,upper_arm_camera,6,2.999326974850954,3.052019429478914,3.6594374500090137,0.14432678426551168,False,True
gaussian,0,516.9702379989758,JOINT_HUBER,forearm_camera,6,1.1849840657322248,1.1888524647183227,1.297288091487304,0.020316222057158176,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,wrist_camera,6,1.35664478291359,1.3930316571527854,1.7108196389445791,0.04039705771378717,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,FUSED_MEDIAN,6,0.7578483721430884,0.801552356535842,1.0211747998513583,0.04875873743605569,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,upper_arm_camera,7,0.7227760174083897,0.7337198840811683,0.7880066934934897,0.07973382951985125,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,forearm_camera,7,2.9204919012444828,2.934300885998308,3.334363501090388,0.14407617281946206,False,True
gaussian,0,516.9702379989758,JOINT_HUBER,wrist_camera,7,0.8715656058272897,0.8791138834483624,0.965635571152262,0.06975642616765226,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,FUSED_MEDIAN,7,0.8715656058272897,0.8690955398833468,0.965635571152262,0.05586905134799683,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,upper_arm_camera,8,0.9133515915585926,0.926415180770458,1.1274697374817009,0.08917728920844852,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,forearm_camera,8,0.8286577957161609,0.831108351695605,0.9063395724263558,0.023224878233134027,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,wrist_camera,8,4.057719395852444,4.0885717236323975,4.740177129255047,0.18271674111838374,False,True
gaussian,0,516.9702379989758,JOINT_HUBER,FUSED_MEDIAN,8,0.9250296301099233,0.9026005600492386,1.1699690257607909,0.06439418480934389,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,upper_arm_camera,9,0.6852086060909537,0.7010802861308254,0.7546084761074632,0.07987733409772425,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,forearm_camera,9,1.1291462242129526,1.147739443999497,1.36765297521903,0.023245139970080105,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,wrist_camera,9,1.5592348106215639,1.5668805101759309,1.7045763809226204,0.05667438500521292,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,FUSED_MEDIAN,9,0.6852086060909537,0.7010119438533836,0.726088623580433,0.037216295093667556,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,upper_arm_camera,10,1.4681490635444978,1.489886807094277,1.7829411019915489,0.0547079883012762,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,forearm_camera,10,0.3135465421770096,0.31982010502891367,0.3349194273606241,0.039713486725203404,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,wrist_camera,10,0.13521033352809328,0.20225003684172366,0.33657976951227525,0.07077102984379134,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,FUSED_MEDIAN,10,0.33755747208889764,0.357064295828662,0.42458437668960675,0.03213945020833147,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,upper_arm_camera,11,1.2028165855778843,1.2139612244082738,1.4610522608110619,0.08433412358019181,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,forearm_camera,11,1.2517147950257852,1.2618803114701935,1.4649295388974901,0.07309808643193329,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,wrist_camera,11,1.744774455505183,1.774863308315594,2.121456394987172,0.09005447264147631,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,FUSED_MEDIAN,11,1.1536316738320334,1.1667710898543409,1.429274026496689,0.06107827712980796,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,upper_arm_camera,12,1.5914848399273105,1.6263714778478826,2.0129219155079796,0.12684968802054516,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,forearm_camera,12,0.4818552514402366,0.4893728763578233,0.6108304143159625,0.038346435932701727,True,True
gaussian,0,516.9702379989758,JOINT_HUBER,wrist_camera,12,0.46580152414094883,0.4883525073978983,0.6030707505323515,0.06668775545554297,True,True
