noise_level,noise_label,translation_sigma_mm,rotation_sigma_deg_input,trial,num_poses,trajectory_seed,noise_seed,method,success,runtime_ms,error_message,translation_error_mm,rotation_error_deg,mean_target_error_mm,max_target_error_mm,mean_target_rotation_error_deg,max_target_rotation_error_deg
0,ideal,0.0,0.0,2,25,10002,100002,TSAI,True,7.842801000151667,,3.079024220633246e-13,2.870727374222614e-15,3.1563817633488257e-13,4.079219866531555e-13,4.903567297099908e-15,1.1562482457861314e-14
0,ideal,0.0,0.0,2,25,10002,100002,PARK,True,8.742873000301188,,8.268646384127627e-14,2.900987661311585e-14,2.654248030792455e-13,4.552252871008669e-13,2.903504103738179e-14,3.5455029633065483e-14
0,ideal,0.0,0.0,2,25,10002,100002,HORAUD,True,7.942626999465574,,4.8074067159589095e-14,2.03769311322864e-14,1.6459465764265287e-13,4.552252871008669e-13,2.079527145551901e-14,2.5395358199070464e-14
0,ideal,0.0,0.0,2,25,10002,100002,ANDREFF,True,9.464882999964175,,8.913170603436999e-14,1.5018634504029743e-14,2.2202709436909034e-13,4.335559509131367e-13,1.5660290700196882e-14,2.2578347922801265e-14
0,ideal,0.0,0.0,2,25,10002,100002,DANIILIDIS,True,8.27054000001226,,5.4636905236298074e-14,2.4386698835772222e-14,1.7654544290664987e-13,3.1031676915590914e-13,2.4906612088249506e-14,2.8404499047315428e-14
0,ideal,0.0,0.0,3,25,10003,100003,TSAI,True,8.10923900007765,,1.0659731080981682e-13,2.5954717739733026e-14,2.0215148423582742e-13,3.043636481661797e-13,2.7479549304554765e-14,3.1103562627824213e-14
0,ideal,0.0,0.0,3,25,10003,100003,PARK,True,8.486332999382284,,3.282800899393965e-13,2.5332133763778128e-14,3.533817201619197e-13,5.662749647834299e-13,2.6093647057887202e-14,3.004965611519514e-14
0,ideal,0.0,0.0,3,25,10003,100003,HORAUD,True,8.269347999885213,,2.1588771306901907e-13,3.121404817076096e-14,2.779747755477481e-13,4.685680459230494e-13,3.115890261852276e-14,3.6089879394771276e-14
0,ideal,0.0,0.0,3,25,10003,100003,ANDREFF,True,9.181233000163047,,1.7663540160192468e-13,2.3609811868309693e-14,3.8542036003111467e-13,6.479604369685061e-13,2.4371049786605456e-14,2.8693965577223933e-14
0,ideal,0.0,0.0,3,25,10003,100003,DANIILIDIS,True,8.460415000627108,,6.938893903907228e-14,1.1397802857433823e-14,1.5337388711829205e-13,3.002224531865041e-13,1.3225131625872263e-14,1.8108883780991684e-14
0,ideal,0.0,0.0,4,25,10004,100004,TSAI,True,8.3058259997415,,1.5285266644009733e-13,4.649109652207451e-14,3.0318052027744456e-13,5.667848928154234e-13,4.602774619320127e-14,4.891619434934958e-14
0,ideal,0.0,0.0,4,25,10004,100004,PARK,True,8.754974999646947,,2.0101845100804726e-13,4.607755344947346e-14,5.486342999845389e-13,9.457282200365137e-13,4.69340328050444e-14,5.2011761957742976e-14
0,ideal,0.0,0.0,4,25,10004,100004,HORAUD,True,8.186371999727271,,1.962615573354719e-14,2.9186555905084775e-14,2.1976929888829817e-13,3.9350319887992497e-13,2.9523299629894404e-14,3.444703989959052e-14
0,ideal,0.0,0.0,4,25,10004,100004,ANDREFF,True,9.247597000467067,,2.49920618414945e-13,3.29179067421642e-14,3.8287671682905034e-13,6.550551057807856e-13,3.265290315908913e-14,3.672546381910728e-14
0,ideal,0.0,0.0,4,25,10004,100004,DANIILIDIS,True,8.324370000082126,,3.736708725176135e-14,1.000233613510637e-14,1.6819575624394042e-13,3.6506759942727967e-13,1.1606399377612322e-14,1.4528733240013546e-14
0,ideal,0.0,0.0,5,25,10005,100005,TSAI,True,8.076548000644834,,6.973502068242161e-14,3.0308039354546483e-14,2.1979165894856473e-13,4.050792900924367e-13,3.075145625047589e-14,3.410621289139212e-14
0,ideal,0.0,0.0,5,25,10005,100005,PARK,True,9.463600999879418,,1.5218182408308986e-13,9.295166231420767e-15,3.4226224654464927e-13,8.044330061068549e-13,1.03498790348973e-14,1.3929430821851394e-14
0,ideal,0.0,0.0,5,25,10005,100005,HORAUD,True,8.784571000433061,,1.5531346546082257e-13,2.8760803977184365e-14,2.6688053328419876e-13,5.23691153334427e-13,2.9003204040367325e-14,3.274334706562976e-14
0,ideal,0.0,0.0,5,25,10005,100005,ANDREFF,True,9.822662000260607,,2.8609792490763985e-14,1.608030836268441e-14,2.2217719454065611e-13,4.871083751574258e-13,1.513304772569053e-14,1.8500816075703717e-14
0,ideal,0.0,0.0,5,25,10005,100005,DANIILIDIS,True,9.37648800027091,,1.5531346546082257e-13,1.5147042000721498e-14,2.509644243233193e-13,5.185169430563076e-13,1.59976506866987e-14,1.9679246802007952e-14
0,ideal,0.0,0.0,6,25,10006,100006,TSAI,True,9.37573600003816,,6.254634441385502e-14,1.4592548376273973e-14,1.593776817900163e-13,2.8441001681421825e-13,1.5492364732761847e-14,2.1600359301631916e-14
0,ideal,0.0,0.0,6,25,10006,100006,PARK,True,10.366216999500466,,8.275921921288955e-14,9.641844038212148e-15,2.0973741583135737e-13,3.868394456087541e-13,9.579700576010463e-15,1.661047443774246e-14
0,ideal,0.0,0.0,6,25,10006,100006,HORAUD,True,8.743022999624372,,9.916793725054144e-14,1.677682286190017e-14,1.6890450081443486e-13,3.002224531865041e-13,1.827009842887923e-14,2.3289842678344068e-14
0,ideal,0.0,0.0,6,25,10006,100006,ANDREFF,True,10.102714999447926,,8.469999434971913e-14,1.5529423178013e-14,2.2945160202963224e-13,3.554447978966673e-13,1.5019574392410978e-14,1.8506161534457452e-14
0,ideal,0.0,0.0,6,25,10006,100006,DANIILIDIS,True,8.82821300001524,,1.249000902703301e-13,1.3254798387629252e-14,2.0881602754088994e-13,3.5652682413747997e-13,1.513617507249717e-14,2.0270133337721198e-14
0,ideal,0.0,0.0,7,25,10007,100007,TSAI,True,8.4289060005176,,1.7193901432293972e-13,1.4750524929586686e-14,2.1701352162641785e-13,4.62985963945236e-13,1.538090481393092e-14,1.8869324049441795e-14
0,ideal,0.0,0.0,7,25,10007,100007,PARK,True,9.329530000286468,,9.837579971998124e-14,3.944132277415589e-14,2.780404717175038e-13,6.087272963323594e-13,3.947701620356685e-14,4.238479911016055e-14
0,ideal,0.0,0.0,7,25,10007,100007,HORAUD,True,8.828852999613446,,1.4254318964189535e-13,1.4803924747829098e-14,1.6474780033852144e-13,3.2368285245694687e-13,1.5082592535803538e-14,2.1407537678978487e-14
0,ideal,0.0,0.0,7,25,10007,100007,ANDREFF,True,9.86494000062521,,1.0126982252310918e-13,1.4953965072614925e-14,2.512964494978364e-13,4.815412394636862e-13,1.6593203738323673e-14,2.0321685009127697e-14
0,ideal,0.0,0.0,7,25,10007,100007,DANIILIDIS,True,8.871684000041569,,3.122502256758253e-14,2.1239646728945427e-14,1.7933233185204464e-13,2.7894008272968644e-13,2.111633459918778e-14,2.545303781971805e-14
0,ideal,0.0,0.0,8,25,10008,100008,TSAI,True,8.345379999809666,,6.938893903907228e-14,3.088775656653861e-14,1.9940291616373162e-13,3.973993651728112e-13,2.99918506076341e-14,3.3288839936208066e-14
0,ideal,0.0,0.0,8,25,10008,100008,PARK,True,9.220906000336981,,1.4304896245381992e-13,1.7963107355704008e-14,1.8082625804394973e-13,3.1031676915590914e-13,1.8821092725549644e-14,2.24864225423565e-14
0,ideal,0.0,0.0,8,25,10008,100008,HORAUD,True,8.606869000686856,,1.4376242803912824e-13,1.613301647228859e-14,2.100732967046976e-13,3.554447978966673e-13,1.594653387053222e-14,1.880745980399065e-14
0,ideal,0.0,0.0,8,25,10008,100008,ANDREFF,True,10.111080000569928,,1.268129135207981e-13,1.5693468873193406e-14,2.1390393136895035e-13,3.6506759942727967e-13,1.466855719395975e-14,1.83782811011516e-14
0,ideal,0.0,0.0,8,25,10008,100008,DANIILIDIS,True,8.76499399964814,,1.5716250041522724e-13,8.61804461708163e-15,1.61714361193435e-13,2.897767167584095e-13,9.399133607338086e-15,1.3944183660328891e-14
0,ideal,0.0,0.0,9,25,10009,100009,TSAI,True,8.239982999839413,,1.4156874119585747e-13,8.042255981417827e-15,2.096387513357953e-13,4.272916553455145e-13,9.936987318832017e-15,1.533488818866253e-14
0,ideal,0.0,0.0,9,25,10009,100009,PARK,True,9.21299200035719,,2.5485679777957567e-13,3.958645502098114e-14,4.854296602570416e-13,1.1064000509094924e-12,4.011550326689816e-14,4.547558671816275e-14
0,ideal,0.0,0.0,9,25,10009,100009,HORAUD,True,8.695984999576467,,2.1375848037115902e-13,4.886493202439449e-14,4.3486324497376796e-13,7.676812899781355e-13,4.9511345298013645e-14,5.281105356633218e-14
0,ideal,0.0,0.0,9,25,10009,100009,ANDREFF,True,9.949850000339211,,7.252720979472214e-14,1.313313785632341e-14,1.9499735481430306e-13,3.6506759942727967e-13,1.336814129658946e-14,1.7019114681526015e-14
0,ideal,0.0,0.0,9,25,10009,100009,DANIILIDIS,True,9.33128199994826,,1.654093173689172e-13,2.501333960675452e-14,2.609025242778842e-13,4.4754520913118095e-13,2.482460796511438e-14,3.062544119780778e-14
1,very-low,0.1,0.05,0,25,10000,110000,TSAI,True,8.475043000544247,,0.0200096758830766,0.009908680085457975,0.04774677192671568,0.09188079504468084,0.009908680085458385,0.009908680085463554
1,very-low,0.1,0.05,0,25,10000,110000,PARK,True,9.447630000067875,,0.018348349418153154,0.010208893835389204,0.048704234124541106,0.0906797869958939,0.010208893835389931,0.010208893835395284
1,very-low,0.1,0.05,0,25,10000,110000,HORAUD,True,8.876021999640216,,0.01863220620365783,0.010090479571615903,0.048221822727068375,0.09039693233623676,0.010090479571616467,0.010090479571620568
1,very-low,0.1,0.05,0,25,10000,110000,ANDREFF,True,9.859439999672759,,0.021702955709708444,0.009628283107247518,0.0463686780682512,0.08999476845347111,0.009628283107249686,0.0096282831072548
1,very-low,0.1,0.05,0,25,10000,110000,DANIILIDIS,True,8.726942999601306,,0.02435175331887458,0.009647746903223226,0.04505077022062649,0.09222535089841591,0.009647746903222539,0.009647746903228227
1,very-low,0.1,0.05,1,25,10001,110001,TSAI,True,8.466346000204794,,0.03400278901315911,0.013860043946155825,0.10006991762946024,0.1584485913261381,0.013860043946155316,0.0138600439461595
1,very-low,0.1,0.05,1,25,10001,110001,PARK,True,9.122503000071447,,0.01672653842950489,0.011069803480276374,0.07209083112454837,0.11813881175077522,0.011069803480276587,0.011069803480279842
1,very-low,0.1,0.05,1,25,10001,110001,HORAUD,True,8.645840999633947,,0.016343880380182554,0.01181718718759205,0.0757659550644355,0.12440927952624876,0.011817187187592157,0.011817187187597193
1,very-low,0.1,0.05,1,25,10001,110001,ANDREFF,True,10.13095800044539,,0.017030572173356733,0.01127562509567987,0.07332212663606896,0.11965234155538557,0.01127562509567934,0.011275625095681363
1,very-low,0.1,0.05,1,25,10001,110001,DANIILIDIS,True,8.860562999871036,,0.02000652672718582,0.011160784225674826,0.0751716372244885,0.12239329859222339,0.01116078422567515,0.011160784225678327
