scenario,time_index,camera_name,translation_residual_mm,rotation_residual_deg,cross_camera_residual_mm,isolation_translation_mm,isolation_rotation_deg,translation_z,rotation_z,cross_camera_z,isolation_translation_z,isolation_rotation_z,health_score,isolation_score,state
none,10,upper_arm_camera,0.9137001934120084,0.14975116187027318,1.7216546850781227,0.4415434485226215,0.07326195458384692,0.0,1.278760983347261,0.07574667615377388,5.519293106532769,4.673852326042326,1.2810024244628107,7.232391856189168,BASELINE
none,10,forearm_camera,1.300619091322037,0.07259103494835711,1.7286241882776818,0.4624519581212989,0.0,0.9766045738871502,0.0,0.6395597244379292,5.780649476516237,0.0,1.1673873114182893,5.780649476516237,BASELINE
none,10,wrist_camera,0.8210261968440256,0.06117198808378614,1.273141733355942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASELINE
none,11,upper_arm_camera,0.8253304891496667,0.04814982967355103,0.7605385396115992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASELINE
none,11,forearm_camera,0.7899550963050346,0.05174974546339921,0.7906220207848069,0.0,0.012204313456960242,0.0,0.0,0.0,0.0,0.8136208971306829,0.0,0.8136208971306829,BASELINE
none,11,wrist_camera,2.1031310299619115,0.11743889735721277,1.4866378406931724,1.4221151209899385,0.03411878924866534,1.161390500473005,0.5790255056635076,0.0,4.222263539236897,0.06831258342207029,1.2977281806286776,4.222816122426251,BASELINE
none,12,upper_arm_camera,3.3529669736704135,0.20116761790512797,3.3341585797573265,2.3021123647319284,0.18488965154678272,5.266310307017036,2.1426605966287293,1.7010946614844131,28.776404559149103,12.115698790238046,5.9345380384213575,31.222934143472056,BASELINE
none,12,forearm_camera,0.9186516661258547,0.018057526071141708,2.143262501407913,0.0,0.0,0.03067340891939311,0.0,1.4241794818406337,0.0,0.0,1.4245097593595462,0.0,BASELINE
none,12,wrist_camera,0.1894266497372141,0.017438825872942116,2.2229422933748113,0.0,0.0,0.0,0.0,0.9846669417655627,0.0,0.0,0.9846669417655627,0.0,BASELINE
none,13,upper_arm_camera,0.23308218761192215,0.03936068123547298,0.8647321285274556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASELINE
none,13,forearm_camera,0.7488741031573427,0.03975652401338157,1.1493970543087295,0.0872083522548357,0.0,0.0,0.0,0.0,1.090104403185446,0.0,0.0,1.090104403185446,BASELINE
none,13,wrist_camera,1.0285257254661158,0.13815516209786788,1.3468536278351677,0.6795780728341503,0.07385774014520319,0.0,0.9003638995778959,0.0,1.6654933953544253,0.9334729897336431,0.9003638995778959,1.9092511810999302,BASELINE
none,14,upper_arm_camera,0.1538344192674563,0.03383869329527988,1.571358488313689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASELINE
none,14,forearm_camera,0.8938797937934116,0.07491052307045214,1.3187665886011293,0.0,0.0,0.0,0.02814240277126659,0.0,0.0,0.0,0.02814240277126659,0.0,BASELINE
none,14,wrist_camera,2.064495557041552,0.1105408882534972,1.8639648974299097,0.837804717945001,0.07028074904549049,1.1182846052266049,0.47202768562480235,0.5014382863628348,2.2103135672110006,0.8555979828856407,1.3133205813180675,2.3701337459550667,BASELINE
none,15,upper_arm_camera,2.3883345858431877,0.12884762668020414,2.197701804621948,0.9832602851380889,0.0007573648679791573,3.169567800989986,0.927539655399756,0.5555856577687244,12.290753564226112,0.0,3.3489050868201535,12.290753564226112,BASELINE
none,15,forearm_camera,1.2240416432326195,0.09874279500162979,1.483981315237683,0.0,0.0,0.7869627617764021,0.6064574105116514,0.17662220608405818,0.0,0.0,1.009106725212571,0.0,BASELINE
none,15,wrist_camera,0.41711049677446677,0.009106503655628354,1.928162008868124,0.17464089787661696,0.03690168287103178,0.0,0.0,0.5878556602461442,0.0,0.12889922002747178,0.5878556602461442,0.12889922002747178,BASELINE
none,16,upper_arm_camera,0.9465710443739265,0.21092517149207676,1.834972885586637,1.0341806102917857,0.15892912466088216,0.03572433980595211,2.3066070725317736,0.18996749106501395,12.92725762864732,10.384996997844675,2.314692217805578,16.58198276572085,BASELINE
none,16,forearm_camera,0.596513319490047,0.10201495190206845,1.1394828755457853,0.0,0.0,0.0,0.6858597204831721,0.0,0.0,0.0,0.6858597204831721,0.0,BASELINE
none,16,wrist_camera,1.24581493074795,0.025408207117606108,1.496282285335703,0.01810880953898386,0.0,0.20487631357676578,0.0,0.006491316820170213,0.0,0.0,0.20497912347081856,0.0,BASELINE
none,17,upper_arm_camera,1.119668925920859,0.07615927048159411,1.9590519069044436,0.7952568318824311,0.03982051853009745,0.4119730439990511,0.04226956767609918,0.31503484004082255,9.940710398530388,2.4444232557923606,0.520341672147172,10.236841714166959,BASELINE
none,17,forearm_camera,1.3445428791276306,0.0751752167395991,1.7654904273687118,0.21457239327523525,0.02390344519047008,1.08538055065376,0.03456547153129096,0.7093216799928391,2.6821549159404405,1.5935630126980054,1.2970670596648053,3.119839429929466,BASELINE
none,17,wrist_camera,0.4629800187694083,0.01620729825388622,1.3573565545577444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASELINE
none,18,upper_arm_camera,1.7059905434512763,0.16393479275139625,1.9496781498181863,0.1189144215926583,0.04824685524313371,1.6864123777722302,1.5170744374060734,0.30558641808947085,1.4864302699082288,3.006179036661445,2.2888609864854383,3.3535931995044037,BASELINE
none,18,forearm_camera,0.9259432864953248,0.13409769637516036,1.460863808073083,0.0,0.0,0.04873089365661353,1.4643810747153074,0.1328769652588408,0.0,0.0,1.4712045812453585,0.0,BASELINE
none,18,wrist_camera,1.1519285504423524,0.08211904548435617,2.3195780699706314,1.2286141820499938,0.018142153369755054,0.10012655464773469,0.031164942178599647,1.1147508326057647,3.555983755994247,0.0,1.119672273195093,3.555983755994247,BASELINE
none,19,upper_arm_camera,1.0996076091059723,0.08424164460974087,1.0398463202903645,0.0,0.011318037165610348,0.3683674008302651,0.1780696679196641,0.0,0.0,0.5442578314932207,0.409149543110419,0.5442578314932207,BASELINE
none,19,forearm_camera,0.8871774589234347,0.06266416562747479,0.877594756399199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASELINE
none,19,wrist_camera,0.4523103400295238,0.050727339994277684,1.3386177420203602,0.7597944073511568,0.03487909594476206,0.0,0.0,0.0,1.9417014709705274,0.08486529141451389,0.0,1.9435551754596472,BASELINE
none,20,upper_arm_camera,1.0635664021400046,0.084767096314138,1.440487744435619,0.0,0.015536239423197332,0.29002757773529586,0.18689831071680751,0.0,0.0,0.825471315332353,0.34503184548067356,0.825471315332353,HEALTHY
none,20,forearm_camera,1.3669975142994186,0.07978151271648053,1.862985430158158,0.7780832679790533,0.005353816687371754,1.140988798388671,0.14634206174549366,0.8938113979331228,9.726040849738165,0.3569211124914503,1.4567670548716802,9.73258769759192,HEALTHY
none,20,wrist_camera,0.5698817714537298,0.08115959858405712,1.507399847901644,0.0,0.0,0.0,0.016282571739338492,0.021456952179896165,0.0,0.0,0.026935533024186754,0.0,HEALTHY
none,21,upper_arm_camera,3.1014776931435186,0.1870897690136786,2.7529046626437848,1.6872928542812298,0.0856907995867047,4.719668631965434,1.906124492216678,1.11521087772215,21.091160678515372,5.50244199289951,5.210784765961512,21.797108217655317,DEGRADED
none,21,forearm_camera,1.053138587783118,0.0728439811402274,2.0066484874164785,0.0,0.0,0.3637263398358019,0.0,1.165664889432232,0.0,0.0,1.221094379949972,0.0,HEALTHY
none,21,wrist_camera,0.558665817915075,0.03156351194227707,1.8118679835898615,0.0,0.0,0.0,0.0,0.4313092979921513,0.0,0.0,0.4313092979921513,0.0,HEALTHY
none,22,upper_arm_camera,0.6772929195517675,0.0347036429156301,0.8272171651969105,0.0,0.008151290812988411,0.0,0.0,0.0,0.0,0.33314140798509156,0.0,0.33314140798509156,HEALTHY
none,22,forearm_camera,0.6125486479104456,0.03337536532531407,0.8899302528787253,0.0,0.0009081954499137665,0.0,0.0,0.0,0.0,0.06054636332758444,0.0,0.06054636332758444,HEALTHY
none,22,wrist_camera,0.4804952424428785,0.022611031641220445,0.9948078774478241,0.27246833682001237,0.0,0.0,0.0,0.0,0.2636966487677973,0.0,0.0,0.2636966487677973,HEALTHY
none,23,upper_arm_camera,1.4326263119373495,0.11316855953699846,3.7189777778283046,0.0,0.0,1.092222911323038,0.6640998719878574,2.0889790631066796,0.0,0.0,2.4490432936335207,0.0,HEALTHY
none,23,forearm_camera,1.6126100114255573,0.13287908538721327,3.9566311465896735,0.0,0.0,1.749240969153861,1.4348102043861053,4.8556155585577025,0.0,0.0,5.356820581584235,0.0,DEGRADED
none,23,wrist_camera,5.566235133675232,0.30934506037335024,6.882509762184655,6.089410599951331,0.2905489528769219,5.025202470104137,3.555759920765808,7.257029904298363,20.29311382599926,5.651077592311471,9.516331830676455,21.065259236697923,DEGRADED
none,24,upper_arm_camera,0.5129236536048111,0.12209559222210759,0.6564131961384188,0.0,0.028267795281872884,0.0,0.8140919305457023,0.0,0.0,1.674241705910723,0.8140919305457023,1.674241705910723,HEALTHY
none,24,forearm_camera,0.3998249027615863,0.024062742941914655,0.9215625136844183,0.2226603218575509,0.0,0.0,0.0,0.0,2.7832540232193863,0.0,0.0,2.7832540232193863,HEALTHY
none,24,wrist_camera,1.1739346008993965,0.12739213743658526,0.964051509372867,0.3501273089228969,0.02745098713301307,0.12467887494011716,0.7334142538953827,0.0,0.5310989848133905,0.0,0.7439363478640187,0.5310989848133905,HEALTHY
none,25,upper_arm_camera,2.9651487238425553,0.21801841327952828,3.7140244464719623,2.6389141871742265,0.1907802602760768,4.423341504301766,2.425787765050474,2.0839862769389854,32.98642733967783,12.508406038857652,5.458332634350641,35.27838729688158,DEGRADED
none,25,forearm_camera,1.2731807293943396,0.06562060565855615,2.449964217689648,0.0,0.0,0.9086542724975928,0.0,2.0045509009872906,0.0,0.0,2.2008809376195453,0.0,HEALTHY
none,25,wrist_camera,0.647905051815296,0.04237064749028165,2.3391704880800495,0.0,0.0,0.0,0.0,1.1411246878012469,0.0,0.0,1.1411246878012469,0.0,HEALTHY
none,26,upper_arm_camera,1.8344190397793443,0.1716201259483047,2.480158443688725,2.265150180589438,0.12603268525300831,1.9655668936627226,1.64620345345976,0.8402921510462383,28.314377257367973,8.191901037319752,2.698060400131116,29.475603506591636,HEALTHY
none,26,forearm_camera,0.7545457931970795,0.08590091304606592,1.3198989315395504,0.0,0.0,0.0,0.29483571183434687,0.0,0.0,0.0,0.29483571183434687,0.0,HEALTHY
none,26,wrist_camera,0.9256617976046005,0.0558652815462914,1.3752677752484619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY
none,27,upper_arm_camera,0.663098560723613,0.030808285575467477,1.2952865390511095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY
none,27,forearm_camera,0.3928886559908819,0.04595956851546008,1.4093952098981,0.0,0.0,0.0,0.0,0.03548297696806585,0.0,0.0,0.03548297696806585,0.0,HEALTHY
none,27,wrist_camera,1.8478175399029562,0.15825890090228167,1.7279990350534082,0.7513163211576068,0.10883241722647259,0.8765352696295741,1.212201154988468,0.31841116098095246,1.9125089644002924,1.6949099464622444,1.5294219125202841,2.55546674122911,HEALTHY
none,28,upper_arm_camera,0.7350567487546897,0.09543976909128359,1.7150415249625444,0.06048417927347227,0.010747688779574938,0.0,0.36622062493086943,0.06908084017905672,0.7560522409184034,0.5062346057575267,0.37267909601237487,0.9098837656889026,HEALTHY
none,28,forearm_camera,0.6909173457683428,0.06320566895789945,1.450705902608108,0.0,0.014512315959581634,0.0,0.0,0.1136551686489723,0.0,0.9674877306387757,0.1136551686489723,0.9674877306387757,HEALTHY
none,28,wrist_camera,2.090119551006322,0.11463366331185464,1.9188929680435087,0.6720385085163652,0.0,1.1468734930064075,0.5355123813636278,0.5753783672880125,1.639532491459499,0.0,1.3903785761789775,1.639532491459499,HEALTHY
none,29,upper_arm_camera,2.901066194594596,0.1681871766458573,2.8808069406839047,0.0,0.0,4.284050552988629,1.588523017982279,1.2441319368387644,0.0,0.0,4.7354364947155485,0.0,DEGRADED
none,29,forearm_camera,2.422918990171864,0.1653908602213902,2.79453547224713,0.0,0.0,3.7559474726093516,2.223742429109659,2.6565828179556634,0.0,0.0,5.109755774660894,0.0,DEGRADED
none,29,wrist_camera,1.7651773412375915,0.06880485285854673,4.220750129973264,2.766157847015493,0.12596559282068476,0.7843329623314613,0.0,3.6739671749776814,8.85019196723847,2.0679179102881724,3.756755647977804,9.088574274365751,HEALTHY
none,30,upper_arm_camera,0.6803151831986043,0.0537232245855665,1.8417894708922693,0.0,0.0,0.0,0.0,0.1968383725741393,0.0,0.0,0.1968383725741393,0.0,HEALTHY
none,30,forearm_camera,2.3388489263376835,0.20608281008788024,2.8544164236124265,2.1804843426552645,0.162504489831846,3.5477504165888396,3.2111751577210126,2.769895495644773,27.256054283190807,10.833632655456402,5.52905959171757,29.330190786996514,DEGRADED
none,30,wrist_camera,0.5668046042253015,0.03441462437558552,1.6865590336773195,0.0,0.0,0.0,0.0,0.262627715084186,0.0,0.0,0.262627715084186,0.0,HEALTHY
none,31,upper_arm_camera,1.3763826552038727,0.06580560196083052,1.5161445432576037,0.42540869077170185,0.002511044704015808,0.9699706759060812,0.0,0.0,5.317608634646273,0.0,0.9699706759060812,5.317608634646273,HEALTHY
none,31,forearm_camera,1.1613759499186374,0.06743605247012906,1.2594113823459159,0.0,0.0,0.6317730037765887,0.0,0.0,0.0,0.0,0.6317730037765887,0.0,HEALTHY
none,31,wrist_camera,0.39265763896792,0.017274627453828236,1.34746901339759,0.0,0.003408851251673062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY
none,32,upper_arm_camera,0.5186276929962191,0.03434845829144298,1.0496224937085223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY
none,32,forearm_camera,0.6206495792393266,0.03974054594631001,1.041837856825912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY
none,32,wrist_camera,0.8802288792727719,0.047923461626296245,1.3523024995071415,0.6131446484798488,0.017666380950644205,0.0,0.0,0.0,1.4367438718568233,0.0,0.0,1.4367438718568233,HEALTHY
none,33,upper_arm_camera,0.6485649973861624,0.05832488966414544,1.453397694225026,0.0,0.03456730432657372,0.0,0.0,0.0,0.0,2.094208975557445,0.0,2.094208975557445,HEALTHY
none,33,forearm_camera,2.3425086503415704,0.22182460381853883,1.876628575354475,0.9678924355032593,0.05788120846851187,3.5568136161239288,3.593166249022878,0.9196283109755551,12.098655443790742,3.858747231234125,5.138821170590534,12.699109958659479,DEGRADED
none,33,wrist_camera,0.752992397887462,0.114575916692645,1.3319670209806647,0.0,0.0,0.0,0.5346166501059365,0.0,0.0,0.0,0.5346166501059365,0.0,HEALTHY
none,34,upper_arm_camera,0.9143188363944755,0.06329193616919777,2.1579211813028722,0.0,0.04224833541229073,0.0,0.0,0.5154881695206603,0.0,2.6062777146052456,0.5154881695206603,2.6062777146052456,HEALTHY
none,34,forearm_camera,0.30515650912151526,0.06368763475425,1.749609991876052,0.0,0.0,0.0,0.0,0.6792711442629522,0.0,0.0,0.6792711442629522,0.0,HEALTHY
none,34,wrist_camera,2.4910128669899274,0.17693008662864235,2.9907206388536864,2.0739101045284487,0.0733026251612931,1.5941532589197906,1.501817497939116,2.018193012554804,6.466582469831173,0.9213875296448834,2.978234954795496,6.531894351481271,HEALTHY
none,35,upper_arm_camera,1.1768666026958847,0.07757632307136011,1.1862565359212915,0.0,0.0,0.5362989547331131,0.06607889408063555,0.0,0.0,0.0,0.5403545031650514,0.0,HEALTHY
none,35,forearm_camera,1.0439314538336837,0.1280621269448613,1.870171651004636,1.504665271517714,0.17449939931595923,0.34092514170135496,1.31792166908748,0.9074098780509859,18.808315893971425,11.633293287730616,1.6360134977679504,22.11529469588358,HEALTHY
none,35,wrist_camera,1.05386015802224,0.07345646126334925,1.0494214945702667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY
none,36,upper_arm_camera,1.9903156564157354,0.12914898606786687,1.8344884940718438,0.892594341646489,0.016593149184655,2.304426615534171,0.9326030977008763,0.18947924122246892,11.157429270581112,0.8959319660961975,2.4931973341630598,11.193342754329162,HEALTHY
none,36,forearm_camera,0.6352262652402177,0.061199592122594834,1.217172379297351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY
none,36,wrist_camera,0.6350367452974819,0.05815694399977965,1.5592102671998478,0.06675966103050057,0.04702078890921067,0.0,0.0,0.09120028291920916,0.0,0.3492032213659537,0.09120028291920916,0.3492032213659537,HEALTHY
none,37,upper_arm_camera,1.878479238081778,0.1306078619072155,2.0545317513782053,0.2136361686033208,0.027520363427736325,2.0613369422019185,0.9571151386043681,0.4112752109119793,2.67045210754151,1.6244129156349525,2.30961613194546,3.125705005139567,HEALTHY
none,37,forearm_camera,1.8075440274270342,0.11424398359352757,1.9903259876291408,0.021018877356127064,0.004865959597788322,2.2319893625630995,0.9826099664406971,1.1347778357813934,0.2627359669515883,0.3243973065192215,2.689799174162287,0.4174491595474973,HEALTHY
none,37,wrist_camera,0.5703215877011242,0.0068062616087426146,1.9051013465239492,0.0,0.0,0.0,0.0,0.5568131127678003,0.0,0.0,0.5568131127678003,0.0,HEALTHY
none,38,upper_arm_camera,0.28913993057918863,0.04588335556166982,0.8391121688688157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY
none,38,forearm_camera,1.3920837822032481,0.1435709030953277,1.4785137535271349,1.0922601978303612,0.09341836745567006,1.2031142076713468,1.6942583450620259,0.16627594331222592,13.653252472879515,6.227891163711337,2.0846205472069346,15.006596264150787,HEALTHY
none,38,wrist_camera,0.46842525765233217,0.011024679074376698,1.0256551403550929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY
none,39,upper_arm_camera,0.9022495048159818,0.030927591780360943,1.6095703337448368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY
none,39,forearm_camera,1.7827566414610387,0.14346433237800302,2.0506765777093205,1.102535743776916,0.1077662562328271,2.1706041256642283,1.6916722951297116,1.2489792104453603,13.78169679721145,7.184417082188474,3.022122845382813,15.541911575514446,HEALTHY
none,39,wrist_camera,0.40385419014791535,0.04895084441477048,1.3892470778968882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY
none,40,upper_arm_camera,1.0543375873998724,0.1126073998760315,2.07280645791639,0.0,0.0,0.2699676581326895,0.654671263882898,0.42969548112178024,0.0,0.0,0.8283207148732658,0.0,HEALTHY
none,40,forearm_camera,2.167040316762495,0.109791516573564,2.970840930615083,0.7011419938771333,0.009801714888633864,3.1222714163220573,0.8745661967761906,2.9902054996830705,8.764274923464166,0.6534476592422577,4.41075659723592,8.788601070559068,DEGRADED
none,40,wrist_camera,2.085433176171321,0.06859103180711265,3.167733409436643,1.2918194303418125,0.03946864616674588,1.1416448684431901,0.0,2.2564744310623985,3.773617734218719,0.18478481735209534,2.5288396279086274,3.778139255339044,HEALTHY
none,41,upper_arm_camera,0.8924620387905847,0.05333912928594739,1.332507561797572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY
none,41,forearm_camera,1.1120503889282958,0.079982839254435,1.7880573802423916,0.98194965834911,0.08286616527831814,0.5096196935923036,0.15122746078305546,0.7520251073616062,12.274370729363874,5.5244110185545425,0.9209363382418132,13.460285803198662,HEALTHY
none,41,wrist_camera,0.6237768684922599,0.04419389106655792,1.2616575403381012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY
none,42,upper_arm_camera,0.404049519073672,0.02548954487486904,0.8550500029106951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY
none,42,forearm_camera,1.0943255153430862,0.11534408810114993,1.5411665466436602,1.3042265739536767,0.06874673197531943,0.46572456219267694,1.0093051530631931,0.2848337749910606,16.30283217442096,4.5831154650212955,1.147487054046857,16.934795076204868,HEALTHY
none,42,wrist_camera,0.5234167857160454,0.047461480769475047,0.9230565164229485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY
none,43,upper_arm_camera,0.46395145207453853,0.02882102795376222,1.354956054098776,0.3390404880208253,0.0,0.0,0.0,0.0,4.238006100260316,0.0,0.0,4.238006100260316,HEALTHY
none,43,forearm_camera,1.2739350626162513,0.14098592823463438,1.2279699045362198,0.0,0.062651140457427,0.9105223566752171,1.631531226099655,0.0,0.0,4.176742697161799,1.8684071033218737,4.176742697161799,HEALTHY
none,43,wrist_camera,1.1949240576073665,0.04965936973158969,1.1429017156405068,0.0,0.0,0.14809697374267702,0.0,0.0,0.0,0.0,0.14809697374267702,0.0,HEALTHY
none,44,upper_arm_camera,0.7988015258564621,0.04447480675912265,1.556567028551474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY
none,44,forearm_camera,1.5781932850325588,0.09601272127071991,1.9143394375861598,0.0,0.04489781357118451,1.6640089521184174,0.5402093156853455,0.9909885462425215,0.0,2.993187571412301,2.010674065150125,2.993187571412301,HEALTHY
