motion_regime,trial,num_poses,translation_sigma_mm,rotation_sigma_deg_input,method,success,catastrophic,runtime_ms,error_message,quality,recommendation,num_relative_motions,max_relative_rotation_deg,mean_relative_rotation_deg,translation_baseline_mm,rotation_axis_diversity_ratio,rotation_design_rank,expected_rotation_design_rank,smallest_informative_singular_value,translation_error_mm,rotation_error_deg,mean_target_error_mm,max_target_error_mm,mean_target_rotation_error_deg,max_target_rotation_error_deg
translation_only,1,25,0.5,0.25,PARK,False,False,2.5191060003635357,ValueError: invalid SE(3): rotation not orthonormal; rotation determinant not +1,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,830.0493408236428,0.0,0,8,0.0,,,,,,
translation_only,1,25,0.5,0.25,HORAUD,True,True,9.114137000324263,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,830.0493408236428,0.0,0,8,0.0,127.76932339180638,164.54434847184226,523.7169244022144,934.6315664205067,164.5443484718422,164.5443484718422
translation_only,1,25,0.5,0.25,ANDREFF,True,True,14.25706500049273,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,830.0493408236428,0.0,0,8,0.0,127.76932339180638,0.06234632666896123,127.7862136674689,128.13391082263533,0.062346326668963455,0.062346326668963455
translation_only,1,25,0.5,0.25,DANIILIDIS,True,True,14.668534000520594,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,830.0493408236428,0.0,0,8,0.0,29351.17089399965,2.1114463557106946,29352.81783504125,29362.74971382573,2.111446355710696,2.111446355710696
translation_only,2,25,0.5,0.25,TSAI,True,True,12.87802900060342,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,789.317721799024,0.0,0,8,0.0,127.76932339180638,34.33164367138613,266.7087762365582,434.45084703362915,34.33164367138613,34.33164367138613
translation_only,2,25,0.5,0.25,PARK,False,False,2.6290720006727497,ValueError: invalid SE(3): rotation not orthonormal; rotation determinant not +1,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,789.317721799024,0.0,0,8,0.0,,,,,,
translation_only,2,25,0.5,0.25,HORAUD,True,True,11.964703000558075,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,789.317721799024,0.0,0,8,0.0,127.76932339180638,153.57443673374297,677.1739260316194,1282.9993584282379,153.57443673374294,153.57443673374294
translation_only,2,25,0.5,0.25,ANDREFF,True,True,11.593760000323527,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,789.317721799024,0.0,0,8,0.0,127.76932339180638,0.04669752083846528,127.5680603272108,127.83051638123786,0.046697520838463846,0.046697520838463846
translation_only,2,25,0.5,0.25,DANIILIDIS,False,False,2.2711029996571597,ValueError: invalid SE(3): rotation not orthonormal; rotation determinant not +1,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,789.317721799024,0.0,0,8,0.0,,,,,,
translation_only,3,25,0.5,0.25,TSAI,True,True,9.044717999131535,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,780.3660584401343,0.0,0,8,0.0,127.76932339180638,34.33164367138613,297.1106241182236,413.95561001755885,34.33164367138613,34.33164367138613
translation_only,3,25,0.5,0.25,PARK,False,False,2.639601000737457,ValueError: invalid SE(3): rotation not orthonormal; rotation determinant not +1,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,780.3660584401343,0.0,0,8,0.0,,,,,,
translation_only,3,25,0.5,0.25,HORAUD,True,True,9.080193999579933,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,780.3660584401343,0.0,0,8,0.0,127.76932339180638,153.57443673374297,741.4754348772806,1156.6985104479293,153.57443673374294,153.57443673374294
translation_only,3,25,0.5,0.25,ANDREFF,True,True,11.352159000125539,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,780.3660584401343,0.0,0,8,0.0,127.76932339180638,0.11139780963966098,127.53710102278023,128.30653061615178,0.11139780963966053,0.11139780963966053
translation_only,3,25,0.5,0.25,DANIILIDIS,True,True,9.899785000015981,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,780.3660584401343,0.0,0,8,0.0,35082.05610110853,3.101743788687559,35088.35314405075,35101.07742680419,3.1017437886875614,3.1017437886875614
translation_only,4,25,0.5,0.25,TSAI,True,True,8.312880000630685,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,808.0260997162223,0.0,0,8,0.0,127.76932339180638,34.33164367138613,249.2737176592638,389.61283299969256,34.33164367138613,34.33164367138613
translation_only,4,25,0.5,0.25,PARK,False,False,2.87640399983502,ValueError: invalid SE(3): rotation not orthonormal; rotation determinant not +1,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,808.0260997162223,0.0,0,8,0.0,,,,,,
translation_only,4,25,0.5,0.25,HORAUD,True,True,9.302008999839018,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,808.0260997162223,0.0,0,8,0.0,127.76932339180638,153.57443673374297,657.3437902060822,1094.764134965422,153.57443673374294,153.57443673374294
translation_only,4,25,0.5,0.25,ANDREFF,True,True,10.7583290000548,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,808.0260997162223,0.0,0,8,0.0,127.76932339180638,0.07952086538362357,128.05991856301355,128.5133193102198,0.07952086538362453,0.07952086538362453
translation_only,4,25,0.5,0.25,DANIILIDIS,True,True,9.420779999345541,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,808.0260997162223,0.0,0,8,0.0,79847.61453876708,1.6672093349485246,79847.38663241123,79849.22404510948,1.6672093349485266,1.6672093349485269
translation_only,5,25,0.5,0.25,TSAI,True,True,12.37662299990916,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,820.0232755821064,0.0,0,8,0.0,127.76932339180638,34.33164367138613,276.77780466851385,390.8137599006151,34.33164367138613,34.33164367138613
translation_only,5,25,0.5,0.25,PARK,False,False,3.0943709998609847,ValueError: invalid SE(3): rotation not orthonormal; rotation determinant not +1,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,820.0232755821064,0.0,0,8,0.0,,,,,,
translation_only,5,25,0.5,0.25,HORAUD,True,True,11.696161000145366,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,820.0232755821064,0.0,0,8,0.0,127.76932339180638,164.54434847184226,609.3662117583299,964.8664427287877,164.5443484718422,164.5443484718422
translation_only,5,25,0.5,0.25,ANDREFF,True,True,11.132779000035953,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,820.0232755821064,0.0,0,8,0.0,127.76932339180638,0.03308616087623218,127.59793803781655,127.73870770911367,0.03308616087623341,0.03308616087623341
translation_only,5,25,0.5,0.25,DANIILIDIS,False,False,2.280902000165952,ValueError: invalid SE(3): rotation not orthonormal; rotation determinant not +1,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,820.0232755821064,0.0,0,8,0.0,,,,,,
translation_only,6,25,0.5,0.25,TSAI,True,True,8.42080199981865,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,875.4953940528212,0.0,0,8,0.0,127.76932339180638,34.33164367138613,270.0573964475841,393.5238426988375,34.33164367138613,34.33164367138613
translation_only,6,25,0.5,0.25,PARK,False,False,2.434216999972705,ValueError: invalid SE(3): rotation not orthonormal; rotation determinant not +1,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,875.4953940528212,0.0,0,8,0.0,,,,,,
translation_only,6,25,0.5,0.25,HORAUD,True,True,9.21073800054728,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,875.4953940528212,0.0,0,8,0.0,127.76932339180638,153.57443673374297,674.8146331113637,1182.5877085519235,153.57443673374294,153.57443673374294
translation_only,6,25,0.5,0.25,ANDREFF,True,True,10.202681000009761,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,875.4953940528212,0.0,0,8,0.0,127.76932339180638,0.07578793980623115,127.8763496231787,128.06464849562002,0.07578793980623248,0.07578793980623248
translation_only,6,25,0.5,0.25,DANIILIDIS,True,True,9.648395999647619,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,875.4953940528212,0.0,0,8,0.0,10253.243666439292,0.7834171432020905,10253.783853743756,10258.993197044203,0.7834171432020934,0.7834171432020935
translation_only,7,25,0.5,0.25,TSAI,True,True,8.76139900083217,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,801.6767946271448,0.0,0,8,0.0,127.76932339180638,34.33164367138613,265.59831339318214,386.29673959563047,34.33164367138613,34.33164367138613
translation_only,7,25,0.5,0.25,PARK,False,False,2.524435999475827,ValueError: invalid SE(3): rotation not orthonormal; rotation determinant not +1,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,801.6767946271448,0.0,0,8,0.0,,,,,,
translation_only,7,25,0.5,0.25,HORAUD,True,True,8.815279000373266,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,801.6767946271448,0.0,0,8,0.0,127.76932339180638,153.57443673374297,666.5361885960554,987.054577807853,153.57443673374294,153.57443673374294
translation_only,7,25,0.5,0.25,ANDREFF,True,True,10.981686000377522,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,801.6767946271448,0.0,0,8,0.0,127.76932339180638,0.10069332668777768,128.26192633607405,128.76506515687745,0.10069332668777653,0.10069332668777653
translation_only,7,25,0.5,0.25,DANIILIDIS,False,False,2.0998129994040937,ValueError: invalid SE(3): rotation not orthonormal; rotation determinant not +1,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,801.6767946271448,0.0,0,8,0.0,,,,,,
translation_only,8,25,0.5,0.25,TSAI,True,True,8.531708999726106,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,710.5842594991142,0.0,0,8,0.0,127.76932339180638,34.33164367138613,243.4813419576411,372.4951975757429,34.33164367138613,34.33164367138613
translation_only,8,25,0.5,0.25,PARK,False,False,2.4484340001436067,ValueError: invalid SE(3): rotation not orthonormal; rotation determinant not +1,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,710.5842594991142,0.0,0,8,0.0,,,,,,
translation_only,8,25,0.5,0.25,HORAUD,True,True,9.479309000198555,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,710.5842594991142,0.0,0,8,0.0,127.76932339180638,153.57443673374297,569.606034411386,1039.1553427293663,153.57443673374294,153.57443673374294
translation_only,8,25,0.5,0.25,ANDREFF,True,True,10.241584000141302,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,710.5842594991142,0.0,0,8,0.0,127.76932339180638,0.0897051180286544,128.14176964442177,128.59633257371087,0.08970511802865179,0.08970511802865179
translation_only,8,25,0.5,0.25,DANIILIDIS,True,True,10.109716999977536,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,710.5842594991142,0.0,0,8,0.0,40347.6031042479,4.664654285779313,40346.01578976107,40350.69363506743,4.664654285779312,4.664654285779312
translation_only,9,25,0.5,0.25,TSAI,True,True,10.19889399958629,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,822.1562836310287,0.0,0,8,0.0,127.76932339180638,34.33164367138613,276.54229160679057,395.54491883057204,34.33164367138613,34.33164367138613
translation_only,9,25,0.5,0.25,PARK,False,False,2.5225629997294163,ValueError: invalid SE(3): rotation not orthonormal; rotation determinant not +1,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,822.1562836310287,0.0,0,8,0.0,,,,,,
translation_only,9,25,0.5,0.25,HORAUD,True,True,9.469431000070472,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,822.1562836310287,0.0,0,8,0.0,127.76932339180638,153.57443673374297,697.0292201599798,1141.556257985445,153.57443673374294,153.57443673374294
translation_only,9,25,0.5,0.25,ANDREFF,True,True,10.312837000128638,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,822.1562836310287,0.0,0,8,0.0,127.76932339180638,0.030773085277402454,127.81260620373916,128.00969873801904,0.03077308527740408,0.03077308527740408
translation_only,9,25,0.5,0.25,DANIILIDIS,True,True,9.663093000199297,,POOR,Add large rotations about at least two additional axes; the current motion does not uniquely constrain rotation.,24,0.0,0.0,822.1562836310287,0.0,0,8,0.0,27761.222882631362,5.038860747281697,27760.590986724175,27766.08609550331,5.0388607472816975,5.038860747281697
