method,camera_name,link_name,quality,trials,translation_error_mm_mean,translation_error_mm_std,rotation_error_deg_mean,rotation_error_deg_std,mean_target_error_mm_mean,mean_cross_camera_target_disagreement_mm,runtime_ms_total_mean,max_relative_rotation_deg,rotation_axis_diversity_ratio,rotation_design_rank
PARK,forearm_camera,forearm,GOOD,20,0.26149926052935996,0.10181596710643502,0.04548522085284536,0.01780086949210346,0.5433956036424479,0.8683594089486544,13.554052649942605,176.11551585451457,0.6636152099055715,8
PARK,upper_arm_camera,upper_arm,GOOD,20,0.2022589967412863,0.08753771264855029,0.05185729731964025,0.027249109084708525,0.6618034539094918,0.8683594089486544,13.554052649942605,172.2984768835027,0.44335982205928187,8
PARK,wrist_camera,gripper,GOOD,20,0.24908613344579403,0.11863764555762163,0.04372945026307115,0.019211790777489107,0.6169123771896341,0.8683594089486544,13.554052649942605,178.0333848879484,0.7135647756346775,8
