offset_level_ms,trial,num_poses,runtime_ms,success,nfev,method,camera_name,translation_error_mm,rotation_error_deg,estimated_time_offset_ms,true_time_offset_ms,time_offset_abs_error_ms,mean_target_error_mm,mean_cross_camera_target_disagreement_mm
50,0,24,2435.2738950001367,True,106,TIME_AWARE_PARK,forearm_camera,1.0250397043302677,0.20289677386847424,44.99800376504374,50.0,5.001996234956264,3.67894500995432,4.832029018512135
50,0,24,2435.2738950001367,True,106,TIME_AWARE_PARK,wrist_camera,2.2247912398705525,0.4124233046774525,-34.79094763422733,-40.00000000000001,5.209052365772681,6.140103320127871,4.832029018512135
50,1,24,9.694618998764781,True,0,PARK_ZERO_OFFSET,upper_arm_camera,2.810911921816437,1.2560354677263779,0.0,15.0,15.0,22.916626707685083,35.54526992575993
50,1,24,9.694618998764781,True,0,PARK_ZERO_OFFSET,forearm_camera,9.563569034537235,1.9367815828203319,0.0,50.0,50.0,33.436052639485624,35.54526992575993
50,1,24,9.694618998764781,True,0,PARK_ZERO_OFFSET,wrist_camera,15.112479156949567,3.3055006309902812,0.0,-40.00000000000001,40.00000000000001,43.343577631060924,35.54526992575993
50,1,24,2399.7346950000065,True,104,TIME_AWARE_PARK,upper_arm_camera,0.41594518209934356,0.17577007651803414,12.848839172904091,15.0,2.151160827095908,3.3481690515471443,4.801213281574955
50,1,24,2399.7346950000065,True,104,TIME_AWARE_PARK,forearm_camera,1.1091560800080071,0.22600923544622745,44.952378306454435,50.0,5.047621693545571,3.6651018245275484,4.801213281574955
50,1,24,2399.7346950000065,True,104,TIME_AWARE_PARK,wrist_camera,2.202697999486314,0.4584282764395122,-34.660597077168624,-40.00000000000001,5.339402922831381,5.933289549236915,4.801213281574955
50,2,24,9.743660999447457,True,0,PARK_ZERO_OFFSET,upper_arm_camera,2.7662402136810194,1.2795583269199287,0.0,15.0,15.0,23.05130283598564,35.3301105451796
50,2,24,9.743660999447457,True,0,PARK_ZERO_OFFSET,forearm_camera,9.448480842711744,1.9095700793155688,0.0,50.0,50.0,33.32558734530408,35.3301105451796
50,2,24,9.743660999447457,True,0,PARK_ZERO_OFFSET,wrist_camera,14.879324438847727,3.2965102772677075,0.0,-40.00000000000001,40.00000000000001,43.39465475516949,35.3301105451796
50,2,24,2489.707777998774,True,108,TIME_AWARE_PARK,upper_arm_camera,0.40543070553147104,0.19779215469092987,12.87565115176252,15.0,2.1243488482374784,3.599603062905063,4.9843803137775105
50,2,24,2489.707777998774,True,108,TIME_AWARE_PARK,forearm_camera,1.0559910312277638,0.21600820550805042,44.46666027760889,50.0,5.533339722391117,3.9638942379877036,4.9843803137775105
50,2,24,2489.707777998774,True,108,TIME_AWARE_PARK,wrist_camera,2.192127566047646,0.4658145743118636,-34.2677103872725,-40.00000000000001,5.732289612727509,6.430598124837235,4.9843803137775105
100,0,24,9.727007000037702,True,0,PARK_ZERO_OFFSET,upper_arm_camera,5.796484812339877,2.5612081986078823,0.0,30.0,30.0,46.11839949435728,70.98436109221988
100,0,24,9.727007000037702,True,0,PARK_ZERO_OFFSET,forearm_camera,18.074542412383796,3.7831651006859697,0.0,100.0,100.0,65.99684710454584,70.98436109221988
100,0,24,9.727007000037702,True,0,PARK_ZERO_OFFSET,wrist_camera,30.43566562501311,6.556673596063262,0.0,-80.00000000000001,80.00000000000001,87.32492697497155,70.98436109221988
100,0,24,2418.7887179996324,True,106,TIME_AWARE_PARK,upper_arm_camera,1.0259949147456866,0.4261307275442964,25.44025161428451,30.0,4.55974838571549,7.432069694097616,9.47170935214978
100,0,24,2418.7887179996324,True,106,TIME_AWARE_PARK,forearm_camera,2.1300338080699284,0.43337260095888475,88.38522260072628,100.0,11.614777399273732,7.68092718715647,9.47170935214978
100,0,24,2418.7887179996324,True,106,TIME_AWARE_PARK,wrist_camera,4.310992881882025,0.8598767900589939,-69.33783601387655,-80.00000000000001,10.662163986123463,12.118122804493241,9.47170935214978
